year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"COLLINS, PHIL",INDEPENDENT,True,3,6033743,20210113,,OTHER
2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"STRUCK, JAMES TIMOTHY",,True,2,6033743,20210113,,OTHER
2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"ROUSE, DEBORAH",,True,1,6033743,20210113,,OTHER
2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"HIGGS, JEREMY",,True,1,6033743,20210113,,OTHER
2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"SIMMONS, MARY RUTH CARO",,True,1,6033743,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1242416,3033118,20210113,,DEMOCRAT
2020,INDIANA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1729519,3033118,20210113,,REPUBLICAN
2020,INDIANA,IN,18,32,22,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,59232,3033118,20210113,,LIBERTARIAN
2020,INDIANA,IN,18,32,22,US PRESIDENT,"HAWKINS, HOWIE",GREEN,True,988,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,True,893,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"HOWARD, SHAWN W.",,True,23,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"MCCRAY, VALERIE",,True,17,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"SCHRINER, JOE",,True,13,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,JOHNSON JR. JAMES L.,,True,5,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"ROUSE, DEBORAH",,True,4,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"WILLIAMS, MITCHELL",,True,4,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"STRIED, CHRISTOPHER",,True,2,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"F, RANDALL",,True,1,3033118,20210113,,OTHER
2020,INDIANA,IN,18,32,22,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,True,1,3033118,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,897672,1700130,20210113,,REPUBLICAN
2020,IOWA,IA,19,42,31,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,759061,1700130,20210113,,DEMOCRAT
2020,IOWA,IA,19,42,31,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,False,1082,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,False,1707,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"KING, RICKI SUE",GENEOLOGY KNOW YOUR FAMILY HISTORY PARTY,False,546,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,3075,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,19637,1700130,20210113,,LIBERTARIAN
2020,IOWA,IA,19,42,31,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,False,544,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,"WEST, KANYE",INDEPENDENT,False,3210,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,,,True,4337,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,UNDERVOTES,,False,6614,1700130,20210113,,OTHER
2020,IOWA,IA,19,42,31,US PRESIDENT,OVERVOTES,,False,2645,1700130,20210113,,OTHER
2020,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,771406,1372303,20210113,,REPUBLICAN
2020,KANSAS,KS,20,47,32,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,570323,1372303,20210113,,DEMOCRAT
2020,KANSAS,KS,20,47,32,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,30574,1372303,20210113,,LIBERTARIAN
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1326646,2136768,20210113,,REPUBLICAN
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,772474,2136768,20210113,,DEMOCRAT
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,26234,2136768,20210113,,LIBERTARIAN
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"WEST, KANYE",INDEPENDENT,False,6483,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,False,3599,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"HAWKINS, HOWIE",GREEN,True,716,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,True,408,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,True,98,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"CHARLES, MARK",INDEPENDENT,True,43,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"SIMMONS, JADE",INDEPENDENT,True,29,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"HOEFLING, TOM",NON-AFFILIATED,True,20,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"HOWARD, SHAWN W.",,True,9,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"BODDIE, R. PRESIDENT",INDEPENDENT,True,7,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,True,1,2136768,20210113,,OTHER
2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"STEVENS, TIMOTHY ALLEN",,True,1,2136768,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,856034,2148062,20210113,,DEMOCRAT
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,21645,2148062,20210113,,LIBERTARIAN
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1255776,2148062,20210113,,REPUBLICAN
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,False,2497,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,JADE SIMMONS,BECOMING ONE NATION,False,1626,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"BODDIE, R. PRESIDENT",C.U.P,False,1125,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,False,860,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"PIERCE, BROCK",FREEDOM AND PROSPERITY,False,749,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"HOEFLING, TOM","LIFE , LIBERTY, CONSTITUTION",False,668,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,False,987,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,False,536,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"WEST, KANYE",THE BIRTHDAY PARTY,False,4897,2148062,20210113,,OTHER
2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"HAMMONS, BILL",UNITY PARTY,False,662,2148062,20210113,,OTHER
2020,MAINE,ME,23,11,2,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,435072,828305,20210113,,DEMOCRAT
2020,MAINE,ME,23,11,2,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,14152,828305,20210113,,LIBERTARIAN
2020,MAINE,ME,23,11,2,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,360737,828305,20210113,,REPUBLICAN
2020,MAINE,ME,23,11,2,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,8230,828305,20210113,,OTHER
2020,MAINE,ME,23,11,2,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,False,1183,828305,20210113,,OTHER
2020,MAINE,ME,23,11,2,US PRESIDENT,,,True,87,828305,20210113,,OTHER
2020,MAINE,ME,23,11,2,US PRESIDENT,BLANK VOTES,,False,8844,828305,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,976414,3037030,20210113,,REPUBLICAN
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1985023,3037030,20210113,,DEMOCRAT
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,33488,3037030,20210113,,LIBERTARIAN
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,15799,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"SEGAL, JEROME M.",BREAD AND ROSES,False,5884,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BALL, DENNIS ANDREW",,True,8,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BELLAR, BARBARA",,True,23,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BODDIE, R. PRESIDENT",INDEPENDENT,True,4,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,True,795,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"CELLA, TODD",INDEPENDENT,True,11,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"CHARLES, MARK",INDEPENDENT,True,30,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"COLLINS, PHIL",INDEPENDENT,True,10,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,True,26,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"HOEFLING, TOM",NON-AFFILIATED,True,11,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"HOWARD, SHAWN W.",,True,20,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"LEE, JOHNSON",,True,1,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,True,16,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"ROUSE, DEBORAH",,True,6,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"SHERRILL, PETER",,True,3,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,True,131,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,True,5,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"WEST, KANYE",THE BIRTHDAY PARTY,True,1117,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,True,125,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"RALEY, ALBERT",,,32,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,"SCHAWLB, BENJAMIN",,,3,3037030,20210113,,OTHER
2020,MARYLAND,MD,24,52,52,US PRESIDENT,,,,18045,3037030,20210113,,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2382202,3658005,20210113,,DEMOCRAT
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1167202,3658005,20210113,,REPUBLICAN
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,47013,3658005,20210113,,LIBERTARIAN
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"HAWKINS, HOWIE",GREEN-RAINBOW,False,18658,3658005,20210113,,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,BLANK VOTES,,False,26603,3658005,20210113,,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,,,True,16327,3658005,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2804040,5539302,20210113,,DEMOCRAT
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2649852,5539302,20210113,,REPUBLICAN
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,60381,5539302,20210113,,LIBERTARIAN
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BLANKENSHIP, DON",US TAXPAYERS PARTY,False,7235,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,13718,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",NATURAL LAW,False,2986,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,True,963,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HOEFLING, TOM",,True,32,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HUNTER, TARA RENEE",,True,1,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,True,89,5539302,20210113,,OTHER
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,True,5,5539302,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1484065,3277171,20210113,,REPUBLICAN
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1717077,3277171,20210113,,DEMOCRAT
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,False,5611,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,10033,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"WEST, KANYE",INDEPENDENT,False,7940,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,False,5651,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,False,1210,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,False,643,3277171,20210113,,OTHER
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,34976,3277171,20210113,,LIBERTARIAN
2020,MINNESOTA,MN,27,41,33,US PRESIDENT,,,True,9965,3277171,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,539398,1313759,20210113,,DEMOCRAT
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,756764,1313759,20210113,,REPUBLICAN
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,False,1279,1313759,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,False,1161,1313759,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"COLLINS, PHIL",INDEPENDENT,False,1317,1313759,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,1498,1313759,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,8026,1313759,20210113,,LIBERTARIAN
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,False,659,1313759,20210113,,OTHER
2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"WEST, KANYE",INDEPENDENT,False,3657,1313759,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1718736,3025962,20210113,,REPUBLICAN
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1253014,3025962,20210113,,DEMOCRAT
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,41205,3025962,20210113,,LIBERTARIAN
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,8283,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,False,3919,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,,,True,0,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,True,3,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,True,74,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,True,664,3025962,20210113,,OTHER
2020,MISSOURI,MO,29,43,34,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,True,64,3025962,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,15252,603674,20210113,,LIBERTARIAN
2020,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,343602,603674,20210113,,REPUBLICAN
2020,MONTANA,MT,30,81,64,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,244786,603674,20210113,,DEMOCRAT
2020,MONTANA,MT,30,81,64,US PRESIDENT,"BELLAR, BARBARA",,True,2,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,True,6,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"CHARLES, MARK",INDEPENDENT,True,23,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"HOEFLING, TOM",,True,3,603674,20210113,,OTHER
2020,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,556846,956383,20210113,,REPUBLICAN
2020,NEBRASKA,NE,31,46,35,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,374583,956383,20210113,,DEMOCRAT
2020,NEBRASKA,NE,31,46,35,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,20283,956383,20210113,,LIBERTARIAN
2020,NEBRASKA,NE,31,46,35,US PRESIDENT,,,True,4671,956383,20210113,,OTHER
2020,NEVADA,NV,32,88,65,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,14783,1405376,20210113,,LIBERTARIAN
2020,NEVADA,NV,32,88,65,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,669890,1405376,20210113,,REPUBLICAN
2020,NEVADA,NV,32,88,65,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,703486,1405376,20210113,,DEMOCRAT
2020,NEVADA,NV,32,88,65,US PRESIDENT,"BLANKENSHIP, DON",INDEPENDENT AMERICAN PARTY,False,3138,1405376,20210113,,OTHER
2020,NEVADA,NV,32,88,65,US PRESIDENT,,,True,14079,1405376,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,13235,806182,20210113,,LIBERTARIAN
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,365654,806182,20210113,,REPUBLICAN
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,424921,806182,20210113,,DEMOCRAT
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUTTIGIEG, PETE",,True,47,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CUOMO, ANDREW",,True,14,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"GABBARD, TULSI",,True,142,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"HAWKINS, HOWIE",GREEN,True,217,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"HUCKABEE, MIKE",,True,10,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"KASICH, JOHN",,True,67,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"KLOBUCHAR, AMY",,True,19,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, MICHELLE",,True,10,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"PAUL, RON",,True,13,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"PENCE, MIKE",,True,56,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"RICE, CONDOLEEZA",,True,12,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"ROMNEY, MITT",,True,170,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"SANDERS, BERNIE",,True,192,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"SHAHEEN, JEANNE",,True,14,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"SUNUNU, CHRIS",,True,46,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"SUPREME, VERMIN",,True,22,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"WELD, BILL",,True,23,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"WEST, KANYE",,True,82,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"YANG, ANDREW",,True,58,806182,20210113,,OTHER
2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,,,True,1158,806182,20210113,,OTHER
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1883274,4549353,20210113,,REPUBLICAN
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2608335,4549353,20210113,,DEMOCRAT
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,31677,4549353,20210113,,LIBERTARIAN
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HAWKINS, HOWIE",GREEN,False,14202,4549353,20210113,,OTHER
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HAMMONS, BILL",UNITY PARTY,False,3255,4549353,20210113,,OTHER
2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,False,2954,4549353,20210113,,OTHER
